,Workforce jobs by industry  (thousand),low level aggregate,growth q on q,"Output per job: Manufacturing C SIC07, 2023=100, SA, UK","Output per hour: Manufacturing C SIC07, 2023=100, SA, UK","Productivity jobs: Manufacturing C SIC07, 2023=100, SA, UK",UKManufTO: 10-33 - UK Manufacturing TOTAL (£m),,,,Date,"Spot exchange rate, US $ into Sterling              [a] [a] [a]             XUDLUSS",Date,"Spot exchange rate, Euro into Sterling              [a] [a] [a]             XUDLERS",,year,month,UK_EPolicyUncertianty_Index
,,,,,,,,,,,07 Feb 25,1.2424,07 Feb 25,1.1997,,2017,12,161
,,,,,,,,,,,06 Feb 25,1.2414,06 Feb 25,1.1973,,2018,1,123
,,,,,,,,,,,05 Feb 25,1.2518,05 Feb 25,1.2011,,2018,2,110
,,,,,,,,,,,04 Feb 25,1.2477,04 Feb 25,1.2019,,2018,3,117
,,,,,,,,,,,03 Feb 25,1.2412,03 Feb 25,1.2031,,2018,4,102
,,,,,,,,,,,31 Jan 25,1.2426,31 Jan 25,1.1952,,2018,5,122
,,,,,,,,,,,30 Jan 25,1.2467,30 Jan 25,1.1951,,2018,6,105
,,,,,,,,,,,29 Jan 25,1.2434,29 Jan 25,1.1933,,2018,7,130
,,,,,,,,,,,28 Jan 25,1.2432,28 Jan 25,1.1926,,2018,8,122
,,,,,,,,,,,27 Jan 25,1.2473,27 Jan 25,1.188,,2018,9,157
,,,,,,,,,,,24 Jan 25,1.2484,24 Jan 25,1.1871,,2018,10,183
,,,,,,,,,,,23 Jan 25,1.2324,23 Jan 25,1.1852,,2018,11,192
,,,,,,,,,,,22 Jan 25,1.2318,22 Jan 25,1.1822,,2018,12,240
,,,,,,,,,,,21 Jan 25,1.2299,21 Jan 25,1.1825,,2019,1,310
,,,,,,,,,,,20 Jan 25,1.2293,20 Jan 25,1.1819,,2019,2,197
,,,,,,,,,,,17 Jan 25,1.2198,17 Jan 25,1.1844,,2019,3,213
,,,,,,,,,,,16 Jan 25,1.2235,16 Jan 25,1.1877,,2019,4,136
,,,,,,,,,,,15 Jan 25,1.2258,15 Jan 25,1.1894,,2019,5,159
,,,,,,,,,,,14 Jan 25,1.2201,14 Jan 25,1.1851,,2019,6,150
,,,,,,,,,,,13 Jan 25,1.2152,13 Jan 25,1.1918,,2019,7,202
,,,,,,,,,,,10 Jan 25,1.223,10 Jan 25,1.1931,,2019,8,239
,,,,,,,,,,,09 Jan 25,1.2303,09 Jan 25,1.1945,,2019,9,187
,,,,,,,,,,,08 Jan 25,1.2342,08 Jan 25,1.1982,,2019,10,233
,,,,,,,,,,,07 Jan 25,1.2498,07 Jan 25,1.2049,,2019,11,206
,,,,,,,,,,,06 Jan 25,1.2508,06 Jan 25,1.2034,,2019,12,271
,,,,,,,,,,,03 Jan 25,1.2404,03 Jan 25,1.2058,,2020,1,198
,,,,,,,,,,,02 Jan 25,1.2375,02 Jan 25,1.2045,,2020,2,140
,,,,,,,,,,,31 Dec 24,1.2529,31 Dec 24,1.2099,,2020,3,281
,,,,,,,,,,,30 Dec 24,1.2511,30 Dec 24,1.2053,,2020,4,185
,,,,,,,,,,,27 Dec 24,1.2577,27 Dec 24,1.2068,,2020,5,231
,,,,,,,,,,,24 Dec 24,1.2539,24 Dec 24,1.2066,,2020,6,168
,,,,,,,,,,,23 Dec 24,1.2519,23 Dec 24,1.2047,,2020,7,190
,,,,,,,,,,,20 Dec 24,1.2541,20 Dec 24,1.2062,,2020,8,177
,,,,,,,,,,,19 Dec 24,1.2551,19 Dec 24,1.209,,2020,9,185
,,,,,,,,,,,18 Dec 24,1.2693,18 Dec 24,1.2118,,2020,10,189
,,,,,,,,,,,17 Dec 24,1.2711,17 Dec 24,1.2106,,2020,11,214
,,,,,,,,,,,16 Dec 24,1.2691,16 Dec 24,1.2079,,2020,12,208
,,,,,,,,,,,13 Dec 24,1.2614,13 Dec 24,1.2026,,2021,1,113
,,,,,,,,,,,12 Dec 24,1.269,12 Dec 24,1.2116,,2021,2,138
,,,,,,,,,,,11 Dec 24,1.2744,11 Dec 24,1.2148,,2021,3,142
,,,,,,,,,,,10 Dec 24,1.2738,10 Dec 24,1.2127,,2021,4,95
,,,,,,,,,,,09 Dec 24,1.2796,09 Dec 24,1.2081,,2021,5,98
,,,,,,,,,,,06 Dec 24,1.2743,06 Dec 24,1.2064,,2021,6,90
,,,,,,,,,,,05 Dec 24,1.2757,05 Dec 24,1.2066,,2021,7,88
,,,,,,,,,,,04 Dec 24,1.2708,04 Dec 24,1.207,,2021,8,79
,,,,,,,,,,,03 Dec 24,1.2662,03 Dec 24,1.204,,2021,9,79
,,,,,,,,,,,02 Dec 24,1.2629,02 Dec 24,1.2062,,2021,10,104
,,,,,,,,,,,29 Nov 24,1.2708,29 Nov 24,1.2033,,2021,11,75
,,,,,,,,,,,28 Nov 24,1.2682,28 Nov 24,1.2019,,2021,12,175
,,,,,,,,,,,27 Nov 24,1.2677,27 Nov 24,1.1993,,2022,1,88
,,,,,,,,,,,26 Nov 24,1.2563,26 Nov 24,1.1988,,2022,2,81
,,,,,,,,,,,25 Nov 24,1.2551,25 Nov 24,1.1966,,2022,3,170
,,,,,,,,,,,22 Nov 24,1.2527,22 Nov 24,1.2033,,2022,4,123
,,,,,,,,,,,21 Nov 24,1.2618,21 Nov 24,1.2005,,2022,5,105
,,,,,,,,,,,20 Nov 24,1.2653,20 Nov 24,1.2026,,2022,6,119
,,,,,,,,,,,19 Nov 24,1.2665,19 Nov 24,1.1963,,2022,7,184
,,,,,,,,,,,18 Nov 24,1.264,18 Nov 24,1.1954,,2022,8,124
,,,,,,,,,,,15 Nov 24,1.2629,15 Nov 24,1.1987,,2022,9,230
,,,,,,,,,,,14 Nov 24,1.2708,14 Nov 24,1.2016,,2022,10,400
,,,,,,,,,,,13 Nov 24,1.2724,13 Nov 24,1.2017,,2022,11,220
,,,,,,,,,,,12 Nov 24,1.2764,12 Nov 24,1.203,,2022,12,168
,,,,,,,,,,,11 Nov 24,1.287,11 Nov 24,1.2087,,2023,1,140
,,,,,,,,,,,08 Nov 24,1.2939,08 Nov 24,1.2037,,2023,2,121
,,,,,,,,,,,07 Nov 24,1.2996,07 Nov 24,1.2021,,2023,3,133
,,,,,,,,,,,06 Nov 24,1.289,06 Nov 24,1.2006,,2023,4,133
,,,,,,,,,,,05 Nov 24,1.3002,05 Nov 24,1.1926,,2023,5,118
,,,,,,,,,,,04 Nov 24,1.2981,04 Nov 24,1.1909,,2023,6,118
,,,,,,,,,,,01 Nov 24,1.296,01 Nov 24,1.1946,,2023,7,119
,,,,,,,,,,,31 Oct 24,1.2856,31 Oct 24,1.1842,,2023,8,116
,,,,,,,,,,,30 Oct 24,1.3012,30 Oct 24,1.1977,,2023,9,130
,,,,,,,,,,,29 Oct 24,1.3005,29 Oct 24,1.2044,,2023,10,108
,,,,,,,,,,,28 Oct 24,1.2981,28 Oct 24,1.1998,,2023,11,116
,,,,,,,,,,,25 Oct 24,1.2991,25 Oct 24,1.1994,,2023,12,121
,,,,,,,,,,,24 Oct 24,1.2961,24 Oct 24,1.2003,,2024,1,101
,,,,,,,,,,,23 Oct 24,1.2948,23 Oct 24,1.2016,,2024,2,114
,,,,,,,,,,,22 Oct 24,1.2975,22 Oct 24,1.2003,,2024,3,136
,,,,,,,,,,,21 Oct 24,1.3002,21 Oct 24,1.1999,,2024,4,103
,,,,,,,,,,,18 Oct 24,1.3036,18 Oct 24,1.2006,,2024,5,145
,,,,,,,,,,,17 Oct 24,1.2997,17 Oct 24,1.2003,,2024,6,147
,,,,,,,,,,,16 Oct 24,1.3009,16 Oct 24,1.1957,,2024,7,183
,,,,,,,,,,,15 Oct 24,1.3094,15 Oct 24,1.201,,2024,8,117
,,,,,,,,,,,14 Oct 24,1.3057,14 Oct 24,1.1965,,2024,9,184
,,,,,,,,,,,11 Oct 24,1.3075,11 Oct 24,1.1948,,2024,10,274
,,,,,,,,,,,10 Oct 24,1.3049,10 Oct 24,1.1946,,2024,11,327
,,,,,,,,,,,09 Oct 24,1.3072,09 Oct 24,1.194,,2024,12,221
,,,,,,,,,,,08 Oct 24,1.3093,08 Oct 24,1.1935,,2025,1,238
,,,,,,,,,,,07 Oct 24,1.3079,07 Oct 24,1.1917,,2025,2,219
,,,,,,,,,,,04 Oct 24,1.3113,04 Oct 24,1.1954,,2025,3,472
,,,,,,,,,,,03 Oct 24,1.3108,03 Oct 24,1.1898,,2025,4,498
,,,,,,,,,,,02 Oct 24,1.3251,02 Oct 24,1.2006,,2025,5,356
,,,,,,,,,,,01 Oct 24,1.3289,01 Oct 24,1.1997,,2025,6,355
,,,,,,,,,,,30 Sep 24,1.3413,30 Sep 24,1.202,,2025,7,379
,,,,,,,,,,,27 Sep 24,1.3408,27 Sep 24,1.1994,,2025,8,261
,,,,,,,,,,,26 Sep 24,1.3396,26 Sep 24,1.1996,,2025,9,263
,,,,,,,,,,,25 Sep 24,1.3375,25 Sep 24,1.1971,,2025,10,304
,,,,,,,,,,,24 Sep 24,1.339,24 Sep 24,1.2007,,2025,11,277
,,,,,,,,,,,23 Sep 24,1.335,23 Sep 24,1.1992,,2025,12,264
,,,,,,,,,,,20 Sep 24,1.3281,20 Sep 24,1.1917,,,,
,,,,,,,,,,,19 Sep 24,1.325,19 Sep 24,1.1905,,,,
,,,,,,,,,,,18 Sep 24,1.3212,18 Sep 24,1.1884,,,,
,,,,,,,,,,,17 Sep 24,1.3188,17 Sep 24,1.1854,,,,
,,,,,,,,,,,16 Sep 24,1.32,16 Sep 24,1.1865,,,,
,,,,,,,,,,,13 Sep 24,1.3155,13 Sep 24,1.1863,,,,
,,,,,,,,,,,12 Sep 24,1.3079,12 Sep 24,1.1847,,,,
,,,,,,,,,,,11 Sep 24,1.3015,11 Sep 24,1.1821,,,,
,,,,,,,,,,,10 Sep 24,1.3057,10 Sep 24,1.185,,,,
,,,,,,,,,,,09 Sep 24,1.3079,09 Sep 24,1.1845,,,,
,,,,,,,,,,,06 Sep 24,1.316,06 Sep 24,1.1854,,,,
,,,,,,,,,,,05 Sep 24,1.3158,05 Sep 24,1.1876,,,,
,,,,,,,,,,,04 Sep 24,1.3161,04 Sep 24,1.1866,,,,
,,,,,,,,,,,03 Sep 24,1.3095,03 Sep 24,1.1858,,,,
,,,,,,,,,,,02 Sep 24,1.3152,02 Sep 24,1.1881,,,,
,,,,,,,,,,,30 Aug 24,1.3144,30 Aug 24,1.1875,,,,
,,,,,,,,,,,29 Aug 24,1.3155,29 Aug 24,1.1884,,,,
,,,,,,,,,,,28 Aug 24,1.3213,28 Aug 24,1.1871,,,,
,,,,,,,,,,,27 Aug 24,1.3235,27 Aug 24,1.1852,,,,
,,,,,,,,,,,23 Aug 24,1.3189,23 Aug 24,1.1801,,,,
,,,,,,,,,,,22 Aug 24,1.3103,22 Aug 24,1.1788,,,,
,,,,,,,,,,,21 Aug 24,1.3061,21 Aug 24,1.174,,,,
,,,,,,,,,,,20 Aug 24,1.3031,20 Aug 24,1.1727,,,,
,,,,,,,,,,,19 Aug 24,1.2986,19 Aug 24,1.1736,,,,
,,,,,,,,,,,16 Aug 24,1.289,16 Aug 24,1.1728,,,,
,,,,,,,,,,,15 Aug 24,1.2853,15 Aug 24,1.1702,,,,
,,,,,,,,,,,14 Aug 24,1.2856,14 Aug 24,1.1649,,,,
,,,,,,,,,,,13 Aug 24,1.2824,13 Aug 24,1.1706,,,,
,,,,,,,,,,,12 Aug 24,1.2785,12 Aug 24,1.1695,,,,
,,,,,,,,,,,09 Aug 24,1.2764,09 Aug 24,1.1686,,,,
,,,,,,,,,,,08 Aug 24,1.2715,08 Aug 24,1.1658,,,,
,,,,,,,,,,,07 Aug 24,1.2721,07 Aug 24,1.1637,,,,
,,,,,,,,,,,06 Aug 24,1.2706,06 Aug 24,1.162,,,,
,,,,,,,,,,,05 Aug 24,1.2759,05 Aug 24,1.1621,,,,
,,,,,,,,,,,02 Aug 24,1.2807,02 Aug 24,1.1725,,,,
,,,,,,,,,,,01 Aug 24,1.2793,01 Aug 24,1.1854,,,,
,,,,,,,,,,,31 Jul 24,1.2844,31 Jul 24,1.1869,,,,
,,,,,,,,,,,30 Jul 24,1.2828,30 Jul 24,1.1872,,,,
,,,,,,,,,,,29 Jul 24,1.2847,29 Jul 24,1.1878,,,,
,,,,,,,,,,,26 Jul 24,1.2853,26 Jul 24,1.184,,,,
,,,,,,,,,,,25 Jul 24,1.2877,25 Jul 24,1.1862,,,,
,,,,,,,,,,,24 Jul 24,1.2918,24 Jul 24,1.1902,,,,
,,,,,,,,,,,23 Jul 24,1.2908,23 Jul 24,1.1902,,,,
,,,,,,,,,,,22 Jul 24,1.2913,22 Jul 24,1.1863,,,,
,,,,,,,,,,,19 Jul 24,1.2917,19 Jul 24,1.1861,,,,
,,,,,,,,,,,18 Jul 24,1.2978,18 Jul 24,1.1891,,,,
,,,,,,,,,,,17 Jul 24,1.3014,17 Jul 24,1.1903,,,,
,,,,,,,,,,,16 Jul 24,1.2948,16 Jul 24,1.1901,,,,
,,,,,,,,,,,15 Jul 24,1.2984,15 Jul 24,1.1893,,,,
,,,,,,,,,,,12 Jul 24,1.2989,12 Jul 24,1.1907,,,,
,,,,,,,,,,,11 Jul 24,1.2924,11 Jul 24,1.188,,,,
,,,,,,,,,,,10 Jul 24,1.283,10 Jul 24,1.1854,,,,
,,,,,,,,,,,09 Jul 24,1.2797,09 Jul 24,1.1832,,,,
,,,,,,,,,,,08 Jul 24,1.2833,08 Jul 24,1.1844,,,,
,,,,,,,,,,,05 Jul 24,1.2798,05 Jul 24,1.1824,,,,
,,,,,,,,,,,04 Jul 24,1.2762,04 Jul 24,1.1808,,,,
,,,,,,,,,,,03 Jul 24,1.2762,03 Jul 24,1.181,,,,
,,,,,,,,,,,02 Jul 24,1.2676,02 Jul 24,1.1799,,,,
,,,,,,,,,,,01 Jul 24,1.2647,01 Jul 24,1.1786,,,,
,,,,,,,,,,,28 Jun 24,1.2642,28 Jun 24,1.1796,,,,
,,,,,,,,,,,27 Jun 24,1.2651,27 Jun 24,1.1809,,,,
,,,,,,,,,,,26 Jun 24,1.2623,26 Jun 24,1.1819,,,,
,,,,,,,,,,,25 Jun 24,1.2672,25 Jun 24,1.1841,,,,
,,,,,,,,,,,24 Jun 24,1.2688,24 Jun 24,1.1824,,,,
,,,,,,,,,,,21 Jun 24,1.2626,21 Jun 24,1.182,,,,
,,,,,,,,,,,20 Jun 24,1.2686,20 Jun 24,1.1831,,,,
,,,,,,,,,,,19 Jun 24,1.2732,19 Jun 24,1.1845,,,,
,,,,,,,,,,,18 Jun 24,1.269,18 Jun 24,1.1817,,,,
,,,,,,,,,,,17 Jun 24,1.268,17 Jun 24,1.1833,,,,
,,,,,,,,,,,14 Jun 24,1.2667,14 Jun 24,1.1852,,,,
,,,,,,,,,,,13 Jun 24,1.2767,13 Jun 24,1.1852,,,,
,,,,,,,,,,,12 Jun 24,1.2843,12 Jun 24,1.1839,,,,
,,,,,,,,,,,11 Jun 24,1.2712,11 Jun 24,1.1855,,,,
,,,,,,,,,,,10 Jun 24,1.2717,10 Jun 24,1.1847,,,,
,,,,,,,,,,,07 Jun 24,1.2724,07 Jun 24,1.1767,,,,
,,,,,,,,,,,06 Jun 24,1.2773,06 Jun 24,1.1742,,,,
,,,,,,,,,,,05 Jun 24,1.276,05 Jun 24,1.1742,,,,
,,,,,,,,,,,04 Jun 24,1.278,04 Jun 24,1.1746,,,,
,,,,,,,,,,,03 Jun 24,1.2772,03 Jun 24,1.175,,,,
,,,,,,,,,,,31 May 24,1.2731,31 May 24,1.1727,,,,
,,,,,,,,,,,30 May 24,1.2739,30 May 24,1.1751,,,,
,,,,,,,,,,,29 May 24,1.2715,29 May 24,1.1757,,,,
,,,,,,,,,,,28 May 24,1.2777,28 May 24,1.1749,,,,
,,,,,,,,,,,24 May 24,1.2738,24 May 24,1.1744,,,,
,,,,,,,,,,,23 May 24,1.2712,23 May 24,1.1743,,,,
,,,,,,,,,,,22 May 24,1.2724,22 May 24,1.1745,,,,
,,,,,,,,,,,21 May 24,1.2723,21 May 24,1.1715,,,,
,,,,,,,,,,,20 May 24,1.2708,20 May 24,1.1696,,,,
,,,,,,,,,,,17 May 24,1.2698,17 May 24,1.1675,,,,
,,,,,,,,,,,16 May 24,1.2668,16 May 24,1.1654,,,,
,,,,,,,,,,,15 May 24,1.2649,15 May 24,1.1649,,,,
,,,,,,,,,,,14 May 24,1.2589,14 May 24,1.1629,,,,
,,,,,,,,,,,13 May 24,1.2563,13 May 24,1.1628,,,,
,,,,,,,,,,,10 May 24,1.2508,10 May 24,1.162,,,,
,,,,,,,,,,,09 May 24,1.2512,09 May 24,1.1611,,,,
,,,,,,,,,,,08 May 24,1.2493,08 May 24,1.1622,,,,
,,,,,,,,,,,07 May 24,1.2554,07 May 24,1.1647,,,,
,,,,,,,,,,,03 May 24,1.2546,03 May 24,1.1653,,,,
,,,,,,,,,,,02 May 24,1.2485,02 May 24,1.1681,,,,
,,,,,,,,,,,01 May 24,1.2492,01 May 24,1.1693,,,,
,,,,,,,,,,,30 Apr 24,1.252,30 Apr 24,1.171,,,,
,,,,,,,,,,,29 Apr 24,1.2548,29 Apr 24,1.1713,,,,
,,,,,,,,,,,26 Apr 24,1.2462,26 Apr 24,1.1669,,,,
,,,,,,,,,,,25 Apr 24,1.2489,25 Apr 24,1.1659,,,,
,,,,,,,,,,,24 Apr 24,1.2433,24 Apr 24,1.1633,,,,
,,,,,,,,,,,23 Apr 24,1.2433,23 Apr 24,1.1621,,,,
,,,,,,,,,,,22 Apr 24,1.2331,22 Apr 24,1.1584,,,,
,,,,,,,,,,,19 Apr 24,1.2434,19 Apr 24,1.1653,,,,
,,,,,,,,,,,18 Apr 24,1.2444,18 Apr 24,1.168,,,,
,,,,,,,,,,,17 Apr 24,1.245,17 Apr 24,1.1706,,,,
,,,,,,,,,,,16 Apr 24,1.2442,16 Apr 24,1.1702,,,,
,,,,,,,,,,,15 Apr 24,1.2451,15 Apr 24,1.1716,,,,
,,,,,,,,,,,12 Apr 24,1.2435,12 Apr 24,1.1698,,,,
,,,,,,,,,,,11 Apr 24,1.252,11 Apr 24,1.1695,,,,
,,,,,,,,,,,10 Apr 24,1.2566,10 Apr 24,1.1685,,,,
,,,,,,,,,,,09 Apr 24,1.2675,09 Apr 24,1.1674,,,,
,,,,,,,,,,,08 Apr 24,1.2647,08 Apr 24,1.1653,,,,
,,,,,,,,,,,05 Apr 24,1.2615,05 Apr 24,1.166,,,,
,,,,,,,,,,,04 Apr 24,1.2668,04 Apr 24,1.1657,,,,
,,,,,,,,,,,03 Apr 24,1.2619,03 Apr 24,1.1659,,,,
,,,,,,,,,,,02 Apr 24,1.2567,02 Apr 24,1.1673,,,,
,,,,,,,,,,,28 Mar 24,1.2632,28 Mar 24,1.1694,,,,
,,,,,,,,,,,27 Mar 24,1.2629,27 Mar 24,1.1671,,,,
,,,,,,,,,,,26 Mar 24,1.2628,26 Mar 24,1.1662,,,,
,,,,,,,,,,,25 Mar 24,1.2645,25 Mar 24,1.1668,,,,
,,,,,,,,,,,22 Mar 24,1.2601,22 Mar 24,1.165,,,,
,,,,,,,,,,,21 Mar 24,1.2668,21 Mar 24,1.1664,,,,
,,,,,,,,,,,20 Mar 24,1.2711,20 Mar 24,1.171,,,,
,,,,,,,,,,,19 Mar 24,1.2711,19 Mar 24,1.1706,,,,
,,,,,,,,,,,18 Mar 24,1.2733,18 Mar 24,1.1698,,,,
,,,,,,,,,,,15 Mar 24,1.274,15 Mar 24,1.1701,,,,
,,,,,,,,,,,14 Mar 24,1.2747,14 Mar 24,1.1707,,,,
,,,,,,,,,,,13 Mar 24,1.2797,13 Mar 24,1.1693,,,,
,,,,,,,,,,,12 Mar 24,1.2784,12 Mar 24,1.171,,,,
,,,,,,,,,,,11 Mar 24,1.2805,11 Mar 24,1.1719,,,,
,,,,,,,,,,,08 Mar 24,1.2881,08 Mar 24,1.1752,,,,
,,,,,,,,,,,07 Mar 24,1.2789,07 Mar 24,1.1701,,,,
,,,,,,,,,,,06 Mar 24,1.2743,06 Mar 24,1.1685,,,,
,,,,,,,,,,,05 Mar 24,1.2732,05 Mar 24,1.1712,,,,
,,,,,,,,,,,04 Mar 24,1.2698,04 Mar 24,1.1689,,,,
,,,,,,,,,,,01 Mar 24,1.2652,01 Mar 24,1.1677,,,,
,,,,,,,,,,,29 Feb 24,1.265,29 Feb 24,1.1688,,,,
,,,,,,,,,,,28 Feb 24,1.2653,28 Feb 24,1.168,,,,
,,,,,,,,,,,27 Feb 24,1.2683,27 Feb 24,1.1692,,,,
,,,,,,,,,,,26 Feb 24,1.2684,26 Feb 24,1.1689,,,,
,,,,,,,,,,,23 Feb 24,1.2677,23 Feb 24,1.1715,,,,
,,,,,,,,,,,22 Feb 24,1.2621,22 Feb 24,1.1675,,,,
,,,,,,,,,,,21 Feb 24,1.2612,21 Feb 24,1.1672,,,,
,,,,,,,,,,,20 Feb 24,1.2662,20 Feb 24,1.17,,,,
,,,,,,,,,,,19 Feb 24,1.2587,19 Feb 24,1.1689,,,,
,,,,,,,,,,,16 Feb 24,1.2584,16 Feb 24,1.1683,,,,
,,,,,,,,,,,15 Feb 24,1.2585,15 Feb 24,1.1694,,,,
,,,,,,,,,,,14 Feb 24,1.2549,14 Feb 24,1.1705,,,,
,,,,,,,,,,,13 Feb 24,1.2601,13 Feb 24,1.1758,,,,
,,,,,,,,,,,12 Feb 24,1.2615,12 Feb 24,1.1717,,,,
,,,,,,,,,,,09 Feb 24,1.2632,09 Feb 24,1.1712,,,,
,,,,,,,,,,,08 Feb 24,1.2605,08 Feb 24,1.1713,,,,
,,,,,,,,,,,07 Feb 24,1.2632,07 Feb 24,1.1743,,,,
,,,,,,,,,,,06 Feb 24,1.2577,06 Feb 24,1.1707,,,,
,,,,,,,,,,,05 Feb 24,1.2521,05 Feb 24,1.1675,,,,
,,,,,,,,,,,02 Feb 24,1.2657,02 Feb 24,1.1717,,,,
,,,,,,,,,,,01 Feb 24,1.2682,01 Feb 24,1.1714,,,,
,,,,,,,,,,,31 Jan 24,1.2733,31 Jan 24,1.1723,,,,
,,,,,,,,,,,30 Jan 24,1.2666,30 Jan 24,1.1688,,,,
,,,,,,,,,,,29 Jan 24,1.2678,29 Jan 24,1.1742,,,,
,,,,,,,,,,,26 Jan 24,1.2723,26 Jan 24,1.1711,,,,
,,,,,,,,,,,25 Jan 24,1.27,25 Jan 24,1.1725,,,,
,,,,,,,,,,,24 Jan 24,1.2753,24 Jan 24,1.1699,,,,
,,,,,,,,,,,23 Jan 24,1.2666,23 Jan 24,1.1694,,,,
,,,,,,,,,,,22 Jan 24,1.2721,22 Jan 24,1.1687,,,,
,,,,,,,,,,,19 Jan 24,1.268,19 Jan 24,1.1652,,,,
,,,,,,,,,,,18 Jan 24,1.2672,18 Jan 24,1.1677,,,,
,,,,,,,,,,,17 Jan 24,1.2658,17 Jan 24,1.1667,,,,
,,,,,,,,,,,16 Jan 24,1.2665,16 Jan 24,1.1635,,,,
,,,,,,,,,,,15 Jan 24,1.2731,15 Jan 24,1.1626,,,,
,,,,,,,,,,,12 Jan 24,1.2761,12 Jan 24,1.1637,,,,
,,,,,,,,,,,11 Jan 24,1.2714,11 Jan 24,1.1615,,,,
,,,,,,,,,,,10 Jan 24,1.2736,10 Jan 24,1.1612,,,,
,,,,,,,,,,,09 Jan 24,1.2704,09 Jan 24,1.1636,,,,
,,,,,,,,,,,08 Jan 24,1.275,08 Jan 24,1.1623,,,,
,,,,,,,,,,,05 Jan 24,1.2752,05 Jan 24,1.1615,,,,
,,,,,,,,,,,04 Jan 24,1.2699,04 Jan 24,1.1591,,,,
,,,,,,,,,,,03 Jan 24,1.2628,03 Jan 24,1.158,,,,
,,,,,,,,,,,02 Jan 24,1.2625,02 Jan 24,1.1536,,,,
,,,,,,,,,,,29 Dec 23,1.2747,29 Dec 23,1.1539,,,,
,,,,,,,,,,,28 Dec 23,1.277,28 Dec 23,1.1497,,,,
,,,,,,,,,,,27 Dec 23,1.2789,27 Dec 23,1.1514,,,,
,,,,,,,,,,,22 Dec 23,1.2716,22 Dec 23,1.1548,,,,
,,,,,,,,,,,21 Dec 23,1.2656,21 Dec 23,1.1515,,,,
,,,,,,,,,,,20 Dec 23,1.2668,20 Dec 23,1.1544,,,,
,,,,,,,,,,,19 Dec 23,1.2739,19 Dec 23,1.1596,,,,
,,,,,,,,,,,18 Dec 23,1.2645,18 Dec 23,1.1586,,,,
,,,,,,,,,,,15 Dec 23,1.2699,15 Dec 23,1.1633,,,,
,,,,,,,,,,,14 Dec 23,1.276,14 Dec 23,1.1606,,,,
,,,,,,,,,,,13 Dec 23,1.2526,13 Dec 23,1.1603,,,,
,,,,,,,,,,,12 Dec 23,1.2561,12 Dec 23,1.1648,,,,
,,,,,,,,,,,11 Dec 23,1.2551,11 Dec 23,1.1681,,,,
,,,,,,,,,,,08 Dec 23,1.2547,08 Dec 23,1.1652,,,,
,,,,,,,,,,,07 Dec 23,1.2574,07 Dec 23,1.166,,,,
,,,,,,,,,,,06 Dec 23,1.2593,06 Dec 23,1.1671,,,,
,,,,,,,,,,,05 Dec 23,1.2613,05 Dec 23,1.1672,,,,
,,,,,,,,,,,04 Dec 23,1.2612,04 Dec 23,1.1661,,,,
,,,,,,,,,,,01 Dec 23,1.2635,01 Dec 23,1.1658,,,,
,,,,,,,,,,,30 Nov 23,1.2656,30 Nov 23,1.1601,,,,
,,,,,,,,,,,29 Nov 23,1.2697,29 Nov 23,1.1569,,,,
,,,,,,,,,,,28 Nov 23,1.2683,28 Nov 23,1.1549,,,,
,,,,,,,,,,,27 Nov 23,1.2607,27 Nov 23,1.1531,,,,
,,,,,,,,,,,24 Nov 23,1.2608,24 Nov 23,1.153,,,,
,,,,,,,,,,,23 Nov 23,1.2531,23 Nov 23,1.1491,,,,
,,,,,,,,,,,22 Nov 23,1.246,22 Nov 23,1.1467,,,,
,,,,,,,,,,,21 Nov 23,1.2533,21 Nov 23,1.1472,,,,
,,,,,,,,,,,20 Nov 23,1.2493,20 Nov 23,1.142,,,,
,,,,,,,,,,,17 Nov 23,1.2433,17 Nov 23,1.1418,,,,
,,,,,,,,,,,16 Nov 23,1.2444,16 Nov 23,1.1438,,,,
,,,,,,,,,,,15 Nov 23,1.2444,15 Nov 23,1.1453,,,,
,,,,,,,,,,,14 Nov 23,1.2455,14 Nov 23,1.1494,,,,
,,,,,,,,,,,13 Nov 23,1.2253,13 Nov 23,1.1463,,,,
,,,,,,,,,,,10 Nov 23,1.2198,10 Nov 23,1.1431,,,,
,,,,,,,,,,,09 Nov 23,1.2287,09 Nov 23,1.1467,,,,
,,,,,,,,,,,08 Nov 23,1.2296,08 Nov 23,1.1478,,,,
,,,,,,,,,,,07 Nov 23,1.2305,07 Nov 23,1.1512,,,,
,,,,,,,,,,,06 Nov 23,1.2397,06 Nov 23,1.1535,,,,
,,,,,,,,,,,03 Nov 23,1.2373,03 Nov 23,1.1528,,,,
,,,,,,,,,,,02 Nov 23,1.2173,02 Nov 23,1.1466,,,,
,,,,,,,,,,,01 Nov 23,1.2126,01 Nov 23,1.1507,,,,
,,,,,,,,,,,31 Oct 23,1.2134,31 Oct 23,1.1483,,,,
,,,,,,,,,,,30 Oct 23,1.2156,30 Oct 23,1.1446,,,,
,,,,,,,,,,,27 Oct 23,1.2141,27 Oct 23,1.1475,,,,
,,,,,,,,,,,26 Oct 23,1.2121,26 Oct 23,1.1502,,,,
,,,,,,,,,,,25 Oct 23,1.2144,25 Oct 23,1.147,,,,
,,,,,,,,,,,24 Oct 23,1.2178,24 Oct 23,1.1489,,,,
,,,,,,,,,,,23 Oct 23,1.2208,23 Oct 23,1.1486,,,,
